
> gmstore@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.1:3000
- Environments: .env.local, .env
 GET /api/categories 200 in 44ms (next.js: 8ms, application-code: 36ms)
 GET /api/products?limit=50 200 in 94ms (next.js: 10ms, application-code: 84ms)
 GET /api/banners 200 in 54ms (next.js: 24ms, application-code: 30ms)
 GET /api/categories 200 in 57ms (next.js: 34ms, application-code: 23ms)
 GET /api/products?featured=true&limit=10 200 in 66ms (next.js: 8ms, application-code: 58ms)
 GET /api/products/best-sellers 200 in 47ms (next.js: 4ms, application-code: 43ms)
 GET /api/products?discount=true&limit=10 200 in 79ms (next.js: 14ms, application-code: 65ms)
 GET /api/products/jewel-100 200 in 125ms (next.js: 18ms, application-code: 107ms)
 GET /api/categories 200 in 47ms (next.js: 11ms, application-code: 36ms)
 GET /api/products?discount=true&limit=10 200 in 229ms (next.js: 20ms, application-code: 208ms)
 GET /api/banners 200 in 230ms (next.js: 30ms, application-code: 200ms)
 GET /api/products?featured=true&limit=10 200 in 166ms (next.js: 46ms, application-code: 120ms)
 GET /api/products/best-sellers 200 in 197ms (next.js: 28ms, application-code: 168ms)
 GET /api/auth/session 200 in 60ms (next.js: 26ms, application-code: 34ms)
 GET /api/auth/session 200 in 73ms (next.js: 22ms, application-code: 51ms)
 GET /api/auth/session 200 in 40ms (next.js: 8ms, application-code: 32ms)
 GET /api/auth/session 200 in 49ms (next.js: 7ms, application-code: 42ms)
 GET /api/categories 200 in 54ms (next.js: 17ms, application-code: 37ms)
 GET /api/banners 200 in 128ms (next.js: 45ms, application-code: 83ms)
 GET /api/products?discount=true&limit=10 200 in 182ms (next.js: 59ms, application-code: 123ms)
 GET /api/products/best-sellers 200 in 211ms (next.js: 30ms, application-code: 180ms)
 GET /api/categories 200 in 67ms (next.js: 20ms, application-code: 46ms)
 GET /api/products?featured=true&limit=10 200 in 226ms (next.js: 77ms, application-code: 149ms)
 GET /api/categories 200 in 30ms (next.js: 7ms, application-code: 23ms)
 GET /api/banners 200 in 71ms (next.js: 25ms, application-code: 46ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 127ms (next.js: 16ms, application-code: 111ms)
 GET /api/products?limit=50 200 in 159ms (next.js: 17ms, application-code: 142ms)
